"","row_id","establishment_id","inspection_id","establishment_name","establishmenttype","establishment_address","establishment_status","minimum_inspections_peryear","infraction_details","inspection_date","severity","action","court_outcome","amount_fined"
"158",158,9000263,103632774,"ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","Conditional Pass",3,"Operator fail to use proper procedure(s) to ensure food safety","2015-12-22","S - Significant","Notice to Comply"," "," "
"159",159,9000263,103632778,"ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","Pass",3,"","2015-12-24","","","",""
"160",160,9000263,103710743,"ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","Pass",3,"","2016-04-18","","","",""
"161",161,9000263,103819443,"ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","Pass",3,"","2016-09-26","","","",""
"162",162,9000263,103919921,"ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","Conditional Pass",3,"Operator fail to ensure food is not contaminated/adulterated","2017-02-27","C - Crucial","Notice to Comply"," "," "
"163",163,9000263,103919921,"ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","Conditional Pass",3,"Operator fail to maintain hazardous foods at 60C (140F) or hotter","2017-02-27","C - Crucial","Notice to Comply"," "," "
"164",164,9000263,103919921,"ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","Conditional Pass",3,"Operator fail to properly wash surfaces in rooms","2017-02-27","M - Minor","Notice to Comply"," "," "
"165",165,9000263,103919921,"ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","Conditional Pass",3,"Operator fail to provide required supplies at sinks","2017-02-27","S - Significant","Notice to Comply"," "," "
"166",166,9000263,103919987,"ABBIRAMI CATERING & TAKE-OUT","Food Take Out","2619 EGLINTON AVE E","Pass",3,"","2017-03-02","","","",""
"167",167,9000265,103525304,"ABC BAKERY AND COFFEE","Restaurant","3618 VICTORIA PARK AVE ","Pass",3,"","2015-07-03","","","",""
"168",168,9000265,103605970,"ABC BAKERY AND COFFEE","Restaurant","3618 VICTORIA PARK AVE ","Pass",3,"Operator fail to properly wash surfaces in rooms","2015-11-09","M - Minor","Notice to Comply"," "," "
"169",169,9000265,103701461,"ABC BAKERY AND COFFEE","Restaurant","3618 VICTORIA PARK AVE ","Pass",3,"Operator fail to provide proper equipment","2016-04-04","M - Minor","Notice to Comply"," "," "
"170",170,9000265,103776046,"ABC BAKERY AND COFFEE","Restaurant","3618 VICTORIA PARK AVE ","Pass",3,"Operator fail to properly maintain rooms","2016-07-22","M - Minor","Notice to Comply"," "," "
"171",171,9000265,103776046,"ABC BAKERY AND COFFEE","Restaurant","3618 VICTORIA PARK AVE ","Pass",3,"Operator fail to provide proper equipment","2016-07-22","M - Minor","Notice to Comply"," "," "
"172",172,9000265,103861898,"ABC BAKERY AND COFFEE","Restaurant","3618 VICTORIA PARK AVE ","Conditional Pass",3,"Operator fail to properly maintain rooms","2016-12-06","M - Minor","Notice to Comply"," "," "
"173",173,9000265,103861898,"ABC BAKERY AND COFFEE","Restaurant","3618 VICTORIA PARK AVE ","Conditional Pass",3,"Operator fail to provide adequate pest control","2016-12-06","S - Significant","Notice to Comply"," "," "
"174",174,9000265,103861898,"ABC BAKERY AND COFFEE","Restaurant","3618 VICTORIA PARK AVE ","Conditional Pass",3,"Operator fail to use proper procedure(s) to ensure food safety","2016-12-06","S - Significant","Notice to Comply"," "," "
"175",175,9000265,103862000,"ABC BAKERY AND COFFEE","Restaurant","3618 VICTORIA PARK AVE ","Pass",3,"","2016-12-13","","","",""
"176",176,9000265,103930455,"ABC BAKERY AND COFFEE","Restaurant","3618 VICTORIA PARK AVE ","Conditional Pass",3,"Operator fail to properly maintain rooms","2017-03-15","M - Minor","Notice to Comply"," "," "
"177",177,9000265,103930455,"ABC BAKERY AND COFFEE","Restaurant","3618 VICTORIA PARK AVE ","Conditional Pass",3,"Operator fail to properly wash equipment","2017-03-15","M - Minor","Notice to Comply"," "," "
"178",178,9000265,103930455,"ABC BAKERY AND COFFEE","Restaurant","3618 VICTORIA PARK AVE ","Conditional Pass",3,"Operator fail to properly wash surfaces in rooms","2017-03-15","M - Minor","Notice to Comply"," "," "
"179",179,9000265,103930455,"ABC BAKERY AND COFFEE","Restaurant","3618 VICTORIA PARK AVE ","Conditional Pass",3,"Operator fail to provide adequate pest control","2017-03-15","S - Significant","Notice to Comply"," "," "
"180",180,9000265,103930488,"ABC BAKERY AND COFFEE","Restaurant","3618 VICTORIA PARK AVE ","Pass",3,"","2017-03-16","","","",""
"181",181,9000266,103562920,"ABC DAY NURSERY","Child Care - Food Preparation","145 MARLEE AVE ","Pass",3,"","2015-08-31","","","",""
"182",182,9000266,103685615,"ABC DAY NURSERY","Child Care - Food Preparation","145 MARLEE AVE ","Pass",3,"","2016-03-08","","","",""
"183",183,9000266,103765354,"ABC DAY NURSERY","Child Care - Food Preparation","145 MARLEE AVE ","Pass",3,"","2016-07-06","","","",""
"184",184,9000266,103867859,"ABC DAY NURSERY","Child Care - Food Preparation","145 MARLEE AVE ","Pass",3,"","2016-12-15","","","",""
"185",185,9000266,103891952,"ABC DAY NURSERY","Child Care - Food Preparation","145 MARLEE AVE ","Pass",3,"","2017-01-16","","","",""
"186",186,9000280,103617373,"ACADEMY PLACE TUCK SHOP","Food Store (Convenience / Variety)","2101 ISLINGTON AVE ","Pass",1,"Operator fail to properly wash surfaces in rooms","2015-11-25","M - Minor","Notice to Comply"," "," "
"187",187,9000280,103617373,"ACADEMY PLACE TUCK SHOP","Food Store (Convenience / Variety)","2101 ISLINGTON AVE ","Pass",1,"Operator fail to provide proper equipment","2015-11-25","M - Minor","Notice to Comply"," "," "
"188",188,9000287,103506823,"ACE BAKERY","Bakery","1 HAFIS RD ","Pass",1,"","2015-06-09","","","",""
"189",189,9000306,103513071,"ACROSS BOUNDARIES","Serving Kitchen","51 CLARKSON AVE ","Conditional Pass",2,"Operator fail to provide separate handwashing sink(s)","2015-06-17","S - Significant","Notice to Comply"," "," "
"190",190,9000306,103513073,"ACROSS BOUNDARIES","Serving Kitchen","51 CLARKSON AVE ","Pass",2,"","2016-05-18","","","",""
"191",191,9000306,103750086,"ACROSS BOUNDARIES","Serving Kitchen","51 CLARKSON AVE ","Pass",2,"","2016-06-14","","","",""
"192",192,9000306,103869392,"ACROSS BOUNDARIES","Serving Kitchen","51 CLARKSON AVE ","Pass",2,"","2016-12-19","","","",""
"193",193,9000316,103517764,"ADATH ISRAEL CONGREGATION","Serving Kitchen","37 SOUTHBOURNE AVE ","Pass",2,"","2015-06-29","","","",""
"194",194,9000316,103616641,"ADATH ISRAEL CONGREGATION","Serving Kitchen","37 SOUTHBOURNE AVE ","Pass",2,"Operator fail to properly maintain equipment(NON-FOOD)","2015-11-26","M - Minor","Notice to Comply"," "," "
"195",195,9000316,103761837,"ADATH ISRAEL CONGREGATION","Serving Kitchen","37 SOUTHBOURNE AVE ","Pass",2,"Fail to produce valid food handler's certificate - Muncipal Code Chapter 545 Sec. 5G(17)(c)","2016-06-29","NA - Not Applicable","Notice to Comply"," "," "
"196",196,9000316,103761837,"ADATH ISRAEL CONGREGATION","Serving Kitchen","37 SOUTHBOURNE AVE ","Pass",2,"IMMERSE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE O. REG  562/90 SEC. 75(1)(B)","2016-06-29","S - Significant","Corrected During Inspection"," "," "
"197",197,9000320,103560926,"ADEGA RESTAURANT","Restaurant","33 ELM ST ","Pass",3,"","2015-08-27","","","",""
"198",198,9000320,103619199,"ADEGA RESTAURANT","Restaurant","33 ELM ST ","Pass",3,"FAIL TO PROVIDE SOAP OR DETERGENT IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2015-12-10","S - Significant","Corrected During Inspection"," "," "
"199",199,9000320,103680660,"ADEGA RESTAURANT","Restaurant","33 ELM ST ","Pass",3,"Operator fail to properly maintain rooms","2016-02-29","M - Minor","Notice to Comply"," "," "
"200",200,9000320,103680660,"ADEGA RESTAURANT","Restaurant","33 ELM ST ","Pass",3,"Operator fail to properly wash equipment","2016-02-29","M - Minor","Notice to Comply"," "," "
"201",201,9000320,103680660,"ADEGA RESTAURANT","Restaurant","33 ELM ST ","Pass",3,"Operator fail to properly wash surfaces in rooms","2016-02-29","M - Minor","Notice to Comply"," "," "
"202",202,9000320,103730908,"ADEGA RESTAURANT","Restaurant","33 ELM ST ","Pass",3,"FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2016-05-17","S - Significant","Corrected During Inspection"," "," "
"203",203,9000320,103730908,"ADEGA RESTAURANT","Restaurant","33 ELM ST ","Pass",3,"FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2016-05-17","S - Significant","Corrected During Inspection"," "," "
"204",204,9000320,103730908,"ADEGA RESTAURANT","Restaurant","33 ELM ST ","Pass",3,"OPERATOR FAIL TO ENSURE CAP WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2016-05-17","S - Significant","Corrected During Inspection"," "," "
"205",205,9000320,103730908,"ADEGA RESTAURANT","Restaurant","33 ELM ST ","Pass",3,"OPERATOR FAIL TO ENSURE WRAPPING WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2016-05-17","S - Significant","Corrected During Inspection"," "," "
"206",206,9000320,103730908,"ADEGA RESTAURANT","Restaurant","33 ELM ST ","Pass",3,"Operator fail to properly wash surfaces in rooms","2016-05-17","M - Minor","Notice to Comply"," "," "
"207",207,9000320,103812775,"ADEGA RESTAURANT","Restaurant","33 ELM ST ","Pass",3,"FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2016-09-14","S - Significant","Corrected During Inspection"," "," "
"208",208,9000320,103812775,"ADEGA RESTAURANT","Restaurant","33 ELM ST ","Pass",3,"Operator fail to properly wash surfaces in rooms","2016-09-14","M - Minor","Notice to Comply"," "," "
"209",209,9000320,103935896,"ADEGA RESTAURANT","Restaurant","33 ELM ST ","Pass",3,"Operator fail to properly maintain rooms","2017-03-23","M - Minor","Notice to Comply"," "," "
"210",210,9000320,103935896,"ADEGA RESTAURANT","Restaurant","33 ELM ST ","Pass",3,"Operator fail to properly wash surfaces in rooms","2017-03-23","M - Minor","Notice to Comply"," "," "
"211",211,9000320,103935896,"ADEGA RESTAURANT","Restaurant","33 ELM ST ","Pass",3,"STORE UTENSILS IN MANNER NOT PREVENTING CONTAMINATION O. REG  562/90 SEC. 81","2017-03-23","S - Significant","Corrected During Inspection"," "," "
"212",212,9000325,103560334,"RADISSON ADMIRAL HOTEL - MAIN KITCHEN","Banquet Facility","249 QUEENS QUAY  W","Pass",3,"Operator fail to properly wash equipment","2015-08-28","M - Minor","Notice to Comply"," "," "
"213",213,9000325,103601613,"RADISSON ADMIRAL HOTEL - MAIN KITCHEN","Banquet Facility","249 QUEENS QUAY  W","Pass",3,"","2015-11-02","","","",""
"214",214,9000325,103681479,"RADISSON ADMIRAL HOTEL - MAIN KITCHEN","Banquet Facility","249 QUEENS QUAY  W","Pass",3,"","2016-03-01","","","",""
"215",215,9000325,103785179,"RADISSON ADMIRAL HOTEL - MAIN KITCHEN","Banquet Facility","249 QUEENS QUAY  W","Pass",3,"","2016-07-28","","","",""
"216",216,9000325,103849256,"RADISSON ADMIRAL HOTEL - MAIN KITCHEN","Banquet Facility","249 QUEENS QUAY  W","Pass",3,"","2016-11-15","","","",""
"217",217,9000325,103905546,"RADISSON ADMIRAL HOTEL - MAIN KITCHEN","Banquet Facility","249 QUEENS QUAY  W","Pass",3,"USE UTENSILS NOT FREE FROM CRACKS IN CONTACT WITH FOOD O. REG  562/90 SEC. 19(1)(B)","2017-02-03","S - Significant","Corrected During Inspection"," "," "
"218",218,9000350,103506646,"AGINCOURT MONTESSORI SCHOOL","Child Care - Catered","2575 MIDLAND AVE ","Pass",2,"","2015-06-09","","","",""
"219",219,9000350,103698465,"AGINCOURT MONTESSORI SCHOOL","Child Care - Catered","2575 MIDLAND AVE ","Pass",2,"OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B)","2016-03-30","S - Significant","Corrected During Inspection"," "," "
"220",220,9000350,103847189,"AGINCOURT MONTESSORI SCHOOL","Child Care - Catered","2575 MIDLAND AVE ","Pass",2,"","2016-11-10","","","",""
"221",221,9000353,103491790,"AGINCOURT TEMPLE CHILD CARE","Child Care - Food Preparation","3080 BIRCHMOUNT RD ","Pass",3,"","2015-05-07","","","",""
"222",222,9000353,103621851,"AGINCOURT TEMPLE CHILD CARE","Child Care - Food Preparation","3080 BIRCHMOUNT RD ","Pass",3,"","2015-12-04","","","",""
"223",223,9000353,103671314,"AGINCOURT TEMPLE CHILD CARE","Child Care - Food Preparation","3080 BIRCHMOUNT RD ","Pass",3,"","2016-02-12","","","",""
"224",224,9000353,103783987,"AGINCOURT TEMPLE CHILD CARE","Child Care - Food Preparation","3080 BIRCHMOUNT RD ","Pass",3,"","2016-07-27","","","",""
"225",225,9000353,103868232,"AGINCOURT TEMPLE CHILD CARE","Child Care - Food Preparation","3080 BIRCHMOUNT RD ","Pass",3,"Operator fail to properly wash surfaces in rooms","2016-12-20","M - Minor","Notice to Comply"," "," "
"226",226,9000353,103920631,"AGINCOURT TEMPLE CHILD CARE","Child Care - Food Preparation","3080 BIRCHMOUNT RD ","Pass",3,"","2017-02-28","","","",""
"227",227,9000359,103566855,"AHMAD GROCERY","Butcher Shop","1616 GERRARD ST E","Pass",2,"","2015-09-09","","","",""
"228",228,9000359,103592139,"AHMAD GROCERY","Butcher Shop","1616 GERRARD ST E","Pass",2,"","2015-10-16","","","",""
"229",229,9000359,103740316,"AHMAD GROCERY","Butcher Shop","1616 GERRARD ST E","Pass",2,"","2016-05-31","","","",""
"230",230,9000359,103851294,"AHMAD GROCERY","Butcher Shop","1616 GERRARD ST E","Pass",2,"Operator fail to properly wash surfaces in rooms","2016-11-17","M - Minor","Notice to Comply"," "," "
"231",231,9000359,103952271,"AHMAD GROCERY","Butcher Shop","1616 GERRARD ST E","Pass",2,"","2017-04-20","","","",""
"232",232,9000361,103718148,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a)","2016-04-27","NA - Not Applicable","Notice to Comply"," "," "
"233",233,9000361,103718148,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to maintain hazardous food(s) at 4C (40F) or colder.","2016-04-27","C - Crucial","Notice to Comply"," "," "
"234",234,9000361,103718148,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to properly maintain rooms","2016-04-27","M - Minor","Notice to Comply"," "," "
"235",235,9000361,103718148,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to properly store solid waste","2016-04-27","S - Significant","Notice to Comply"," "," "
"236",236,9000361,103718148,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to properly wash equipment","2016-04-27","M - Minor","Notice to Comply"," "," "
"237",237,9000361,103718148,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to properly wash surfaces in rooms","2016-04-27","M - Minor","Notice to Comply"," "," "
"238",238,9000361,103718148,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to provide proper equipment","2016-04-27","M - Minor","Notice to Comply"," "," "
"239",239,9000361,103718148,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to provide separate handwashing sink(s)","2016-04-27","S - Significant","Notice to Comply"," "," "
"240",240,9000361,103718148,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to provide washroom supplies","2016-04-27","S - Significant","Notice to Comply"," "," "
"241",241,9000361,103718148,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to use proper procedure(s) to ensure food safety","2016-04-27","S - Significant","Notice to Comply"," "," "
"242",242,9000361,103718148,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to use proper utensils to ensure food safety","2016-04-27","S - Significant","Notice to Comply"," "," "
"243",243,9000361,103718148,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator must ensure that the eating or drinking establishment license is continually posted adjacent to the food safety inspection notice. Muncipal Code Chapter 545 Sec. 5G(4)","2016-04-27","NA - Not Applicable","Notice to Comply"," "," "
"244",244,9000361,103718284,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Pass",2,"","2016-04-29","","","",""
"245",245,9000361,103846326,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2016-11-08","S - Significant","Notice to Comply"," "," "
"246",246,9000361,103846326,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a)","2016-11-08","NA - Not Applicable","Notice to Comply"," "," "
"247",247,9000361,103846326,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to properly maintain rooms","2016-11-08","M - Minor","Notice to Comply"," "," "
"248",248,9000361,103846326,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to properly wash equipment","2016-11-08","M - Minor","Notice to Comply"," "," "
"249",249,9000361,103846326,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to properly wash multi-use utensils","2016-11-08","S - Significant","Notice to Comply"," "," "
"250",250,9000361,103846326,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to properly wash surfaces in rooms","2016-11-08","M - Minor","Notice to Comply"," "," "
"251",251,9000361,103846326,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to provide required supplies at sinks","2016-11-08","S - Significant","Notice to Comply"," "," "
"252",252,9000361,103846326,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to provide washroom supplies","2016-11-08","S - Significant","Notice to Comply"," "," "
"253",253,9000361,103846326,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to use proper cloths","2016-11-08","S - Significant","Notice to Comply"," "," "
"254",254,9000361,103846326,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Conditional Pass",2,"Operator fail to use proper procedure(s) to ensure food safety","2016-11-08","S - Significant","Notice to Comply"," "," "
"255",255,9000361,103846431,"AHMUTHA SURABI","Food Take Out","2847 LAWRENCE AVE E","Pass",2,"Operator fail to properly wash surfaces in rooms","2016-11-10","M - Minor","Notice to Comply"," "," "
